;"LECHE Y DERIVADOS";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
403;"mantequilla";;100;732;15,6;1,2;82,2;0,9;0;0,1;22;20;0,2;4800;1170;0;0,01;0,1;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
404;"margarina";"enriquecida";100;719;15,5;0,6;81;0,4;0;2,5;2;15;0,2;5000;500;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
405;"aceite";;100;884;0;0;100;0;0;0;0;0;0;0;;0;0;0;0;15;;133;0,0;0,0;15,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
"Anexo 1";"mayonesa";;;719;15,1;1,1;79,9;2,2;0;1,7;18;28;0,5;280;67;0,02;0,04;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
;"REFRESCOS Y BEBIDAS";;;;;;;;;;;;;;;;;;;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
409;"avena preparada";;;54;86,7;2;1;9,5;0,2;0,8;9;57;0,6;0;;0,08;0,02;0,1;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
410;"café";"infusión sin azúcar";100;5;98,5;0,3;0,1;0,8;0;0,3;5;5;0,2;0;;0,01;0,01;0,9;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
411;"cerveza";4%;100;19;91;0,2;0;4,6;0;0,2;0;15;0,1;0;;0;0,02;0,04;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
413;"coca-cola";;100;44;88,2;0;0;11,5;0;0,3;0;20;0,2;0;;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
415;"fresco Royal";"polvo";;380;1,6;9,4;0;88,7;0;0,3;0;0;0;0;0;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
416;"gaseosa";;100;49;89;0;0;10,9;0;0,1;0;0;0,1;0;;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
418;"helado de agua";;100;42;89;0;0;10,9;0;0,1;0;0;0,1;0;;0;0;0;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
419;"helado de crema y azúcar";;100;205;62,8;5;12;20;0,1;0,1;150;120;0,4;300;72;0,04;0,12;0,1;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
420;"helado de leche";;;61;84,5;0,4;0,2;14,8;0;0,1;18;18;0,2;20;5;0,04;0,05;0,4;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
422;"Milo";;;426;5,3;13,8;11;68;0;1,9;400;450;5;2000;300;0,6;0,2;2,8;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
423;"Nescafé";;;4;98,5;0,3;0,1;0,8;0;0,3;5;5;0,2;0;;0,01;0,01;0,9;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
424;"Pony Malta";;;46;88,8;0,3;0;10,8;0;0,1;0;16;1,4;0;0;0,38;0,55;1,4;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
427;"Té";"infusión sin azúcar";100;2;98,6;0,1;0,8;0;0;0,3;5;5;0,2;0;0;0;0,04;0,1;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
;"CONDIMENTOS";;;;;;;;;;;;;;;;;;;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
428;"ajo";"pulpa del diente";95;128;64,2;4,7;0,1;28,2;0,7;1,5;40;135;1,3;20;2;0,12;0,07;0,7;9;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
432;"cebolla común";"tallo";40;26;91,6;1,2;0,1;5,3;1,3;0,5;27;31;0,4;0;0;0,04;0,04;0,4;15;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
433;"cebolla";"cabezona";95;33;89,9;1,4;0,1;6,9;1,2;0,5;35;31;0,5;0;;0,04;0,03;0,2;10;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
;"ALIMENTOS VARIOS";;;;;;;;;;;;;;;;;;;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
441;"cafè";"tostado";25;384;5,9;14,2;14;53,8;7,6;4,5;150;200;5;0;0;0,07;0,1;15;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
455;"empanadas de guiso";;100;268;45,5;5,5;15,8;29,9;0,4;2,9;12;36;5,9;0;0;0,13;0,06;2,8;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
456;"sopa de arroz";"con verdura y carne";;67;84,8;3,7;2,2;8,1;0,3;0,9;9;23;1;63;6;0,01;0,05;0,3;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
463;"tamal";"de maíz y guiso";;153;68,3;3,1;8,8;17,5;0,6;1,7;20;66;2,2;167;17;0,05;0,07;0,7;0;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
472;"duraznos enlatados";;;55;84,1;0,4;0,1;14,7;0,4;0,3;4;13;0,3;440;44;0,01;0,03;0,6;3;;;0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0,0;0;0;0,00;0,00;0,0;0;
